,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
190706,177037,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,33543.0
190718,91589,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,18088.0
190723,41191,L2,10350.0,L2_L,L,Prelim Roughly traced,optic,L2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L2,left,6701.0
190731,46316,,13593.0,LC10d_L,L,Prelim Roughly traced,visual_projection,LC10d,phillipse,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10d,left,7949.0
190740,35880,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,5498.0
190752,19446,Pm2,13139.0,Pm2a_L,L,Prelim Roughly traced,optic,Pm2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm2a,left,1669.0
190754,19537,LC10a,10573.0,LC10a_L,L,Prelim Roughly traced,visual_projection,LC10a,takemuras,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10a,left,1697.0
190764,12467,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,343.0
190765,153696,Tm16,11000.0,Tm16_L,L,Prelim Roughly traced,optic,Tm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm16,left,30921.0
190767,26727,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,3379.0
190768,32597,LC4,12032.0,LC4_L,L,Prelim Roughly traced,visual_projection,LC4,takemuras,,,,,,,,,,,,,,,LC4,,,,,,,,,,,,,,,False,LC4,left,4747.0
190769,135894,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,27939.0
190772,86150,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,16916.0
190775,203609,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,35656.0
190776,518781,,23227.0,Tm30_L,L,Primary Anchor,optic,Tm30,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm30,left,39016.0
190783,100349,,11230.0,Mi17_L,L,Primary Anchor,optic,Mi17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi17,left,20108.0
190784,27541,cLP02,13333.0,LPT111_L,L,Prelim Roughly traced,visual_centrifugal,LPT111,takemuras,,no_lineage,,,,,,,,,,,,,LT71,,,,,,,,,,,,,,,False,LPT111,left,3576.0
190795,113271,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,23047.0
190813,43401,T4c,16122.0,T4c_L,L,Primary Anchor,optic,T4c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4c,left,7229.0
190822,39539,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,6286.0
190823,529328,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,41194.0
190824,89632,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,17662.0
190837,93654,LC26,15834.0,LC26_L,L,Prelim Roughly traced,visual_projection,LC26,takemuras,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,False,LC26,left,18533.0
190840,141354,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,28947.0
190844,57065,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,10404.0
190848,200805,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,35475.0
190855,535306,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,43346.0
190863,106644,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,21531.0
190865,549814,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,46936.0
190866,118830,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,24341.0
190869,147763,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,30053.0
190870,37717,,,L5_L,L,Primary Anchor,optic,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,5889.0
190877,169854,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,32880.0
190878,26694,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,3370.0
190880,137733,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,28278.0
190882,119887,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,24569.0
190884,525517,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,40460.0
190885,543846,Tm5c,18223.0,Tm5c_L,L,Primary Anchor,optic,Tm5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5c,left,45430.0
190886,27017,cLP01,27017.0,LPT113_L,L,Prelim Roughly traced,visual_centrifugal,LPT113,takemuras,,no_lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPT113,left,3445.0
190893,81532,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,15885.0
190894,96480,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,19184.0
190900,68930,Tm16,11000.0,Tm16_L,L,Prelim Roughly traced,optic,Tm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm16,left,13091.0
190908,513778,Mi10,19137.0,Mi10_L,L,Prelim Roughly traced,optic,Mi10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi10,left,37159.0
190910,109698,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,22233.0
190912,148996,Dm8,18363.0,Dm8a_L,L,Primary Anchor,optic,Dm8a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8a,left,30245.0
190914,200761,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,35469.0
190921,31763,Pm1,16846.0,Pm1_L,L,Prelim Roughly traced,optic,Pm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm1,left,4555.0
190930,43577,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,7280.0
190937,147439,T4c,16122.0,T4c_L,L,Primary Anchor,optic,T4c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4c,left,29991.0
190940,530763,CB3851,16555.0,Tm5b_L,L,Primary Anchor,optic,Tm5b,takemuras,,,Tm5b-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5b,left,41720.0
190947,543262,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,45227.0
190948,108498,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,21946.0
190950,514170,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,37291.0
190951,163231,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,32159.0
190953,551897,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,47448.0
190955,42237,CB3830,14868.0,Li25_L,L,Primary Anchor,optic,Li25,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li25,left,6942.0
190957,32707,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,4779.0
190958,519226,,16342.0,Tm39_L,L,Primary Anchor,optic,Tm39,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm39,left,39213.0
190965,89356,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,17599.0
190977,126192,CB3851,16555.0,Tm5b_L,L,Primary Anchor,optic,Tm5b,takemuras,,,Tm5b-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5b,left,25938.0
190979,47122,cL03,29066.0,LoVC24_L,L,Prelim Roughly traced,visual_centrifugal,LoVC24,,,,LT122,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LoVC24,left,8134.0
190987,49807,LC10a,10573.0,LC10a_L,L,Prelim Roughly traced,visual_projection,LC10a,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10a,left,8717.0
190990,545278,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,45882.0
190995,184613,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,34162.0
190998,139674,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,28639.0
191006,71238,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,13587.0
191009,581248,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,48675.0
191012,46423,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,7976.0
191013,515151,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,37610.0
191025,76044,Dm8,17897.0,Dm8b_L,L,Primary Anchor,optic,Dm8b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm8b,left,14675.0
191030,42239,T1,12970.0,T1_L,L,Primary Anchor,optic,T1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,6943.0
191036,37256,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,5788.0
191041,102777,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,20648.0
191063,23006,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,2499.0
191064,531129,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,41841.0
191072,49389,LC16,20297.0,LC16_L,L,Prelim Roughly traced,visual_projection,LC16,takemuras,,VPNv2,,,,,,,,,,,,,LC16,,,,,,,,,,,,,,,False,LC16,left,8619.0
191089,164822,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,32336.0
191093,149851,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,30372.0
191095,21955,Dm20,14481.0,Dm20_L,L,Prelim Roughly traced,optic,Dm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm20,left,2256.0
191099,98889,,11763.0,Tm24_L,L,Primary Anchor,optic,Tm24,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm24,left,19741.0
191103,65643,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,12364.0
191108,128637,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,26450.0
191114,64241,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,12044.0
191117,536965,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,43809.0
191118,545910,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,46045.0
191139,216280,,,Dm3a_L,L,Primary Anchor,optic_tbc,Dm3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,36295.0
191140,33319,,16041.0,Pm5_L,L,Prelim Roughly traced,optic,Pm5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm5,left,4920.0
191145,545900,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,46040.0
191149,31197,LC10c,17693.0,LC10c-1_L,L,Prelim Roughly traced,visual_projection,LC10c-1,,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10c-1,left,4435.0
191151,531202,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,41871.0
191153,115888,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,23668.0
191154,47668,LC16,20297.0,LC16_L,L,Prelim Roughly traced,visual_projection,LC16,takemuras,,VPNv2,,,,,,,,,,,,,LC16,,,,,,,,,,,,,,,False,LC16,left,8250.0
191157,514348,Dm3,17463.0,Dm3b_L,L,Primary Anchor,optic,Dm3b,takemuras,,,Dm3a-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3b,left,37352.0
191162,533844,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,42784.0
191168,547451,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,46365.0
191180,81068,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,15781.0
191190,96773,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,19267.0
191201,132644,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,27310.0
191203,35901,Dm10,19465.0,Dm10_L,L,Prelim Roughly traced,optic,Dm10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm10,left,5500.0
191204,76113,Mi10,19137.0,Mi10_L,L,Prelim Roughly traced,optic,Mi10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi10,left,14694.0
191207,69583,CB3851,16555.0,Tm5b_L,L,Primary Anchor,optic,Tm5b,takemuras,,,Tm5b-1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5b,left,13235.0
191217,77597,CB3,13019.0,Cm12_L,L,Prelim Roughly traced,optic,Cm12,takemuras,,,Mti4,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm12,left,15016.0
191220,119179,LC20b,14965.0,LC20b_L,L,Prelim Roughly traced,visual_projection,LC20b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC20b,left,24416.0
191222,181615,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,33910.0
191223,21107,L2,10350.0,L2_L,L,Prelim Roughly traced,optic,L2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L2,left,2055.0
191228,79039,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,15338.0
191233,536606,CB3815,20491.0,Li20_L,L,Primary Anchor,optic,Li20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li20,left,43741.0
191236,34102,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,5101.0
191238,48075,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,8351.0
191242,143180,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,29273.0
191246,110257,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,22361.0
191249,548919,,14824.0,TmY10_L,L,Primary Anchor,optic,TmY10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY10,left,46655.0
191254,87529,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,17204.0
191256,152068,LC21,16115.0,LC21_L,L,Prelim Roughly traced,visual_projection,LC21,takemuras,,VPNp3,,,,,,,,,,,,,LC21,,,,,,,,,,,,,,,False,LC21,left,30699.0
191258,514670,,11498.0,LPLC2_L,L,Prelim Roughly traced,visual_projection,LPLC2,,,VPNd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPLC2,left,37450.0
191262,529601,,12463.0,C3_L,L,Primary Anchor,optic,C3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,41295.0
191273,29227,L4,11062.0,L4_L,L,Primary Anchor,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,3997.0
191278,172714,T4c,16122.0,T4c_L,L,Primary Anchor,optic,T4c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4c,left,33159.0
191280,23195,CB3820,18565.0,MeLo13_L,L,Prelim Roughly traced,optic,MeLo13,takemuras,,,ML6,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo13,left,2537.0
191285,116143,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,23719.0
191286,118049,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,24151.0
191291,144062,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,29440.0
191292,26634,LC14a1,12586.0,LC14a-1_L,L,Roughly traced,optic,LC14a-1,,4661798174.0,VPNp1_lateral,LC14Aa,,,,,,,bilateral,,,,,,,,,,,,,,,,,,,,False,LC14a-1,left,3351.0
191299,104425,Tm9,16250.0,Tm9_L,L,Prelim Roughly traced,optic,Tm9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm9,left,21040.0
191300,133890,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,27579.0
191302,524101,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,40044.0
191303,544319,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,45579.0
191305,519117,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,39173.0
191315,12517,aMe12,12211.0,aMe12_L,L,Prelim Roughly traced,visual_projection,aMe12,takemuras,,,,,,,,,,,,,,,aMe12,,,,,,,,,,,,,,,False,aMe12,left,351.0
191319,138131,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,28340.0
191328,53546,,14824.0,TmY10_L,L,Primary Anchor,optic,TmY10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY10,left,9558.0
191335,550906,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,47236.0
191339,54378,CB3820,18565.0,MeLo13_L,L,Prelim Roughly traced,optic,MeLo13,takemuras,,,ML6,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo13,left,9751.0
191341,52453,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,9321.0
191344,98065,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,19579.0
191347,89213,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,17567.0
191350,141902,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,29056.0
191355,195991,,29457.0,Cm2_L,L,Primary Anchor,optic,Cm2,takemuras,,,Mi25b,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm2,left,35122.0
191358,27370,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,3527.0
191368,103679,,23227.0,Tm30_L,L,Primary Anchor,optic,Tm30,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm30,left,20865.0
191369,146322,L3,10694.0,L3_L,L,Prelim Roughly traced,optic,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L3,left,29819.0
191374,77092,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,14909.0
191378,30680,LC9,11372.0,LC9_L,L,Prelim Roughly traced,visual_projection,LC9,takemuras,,VPNd3,,,,,,,,,,,,,LC9,,,,,,,,,,,,,,,False,LC9,left,4321.0
191379,135496,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,27880.0
191386,514884,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,37534.0
191389,526657,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,40794.0
191390,152131,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,30710.0
191395,540240,TmY9,15767.0,TmY9a_L,L,Primary Anchor,optic,TmY9a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9a,left,44460.0
191399,23930,LC10a,10573.0,LC10a_L,L,Prelim Roughly traced,visual_projection,LC10a,takemuras,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10a,left,2727.0
191404,114537,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,23362.0
191405,542151,Dm21,21718.0,Cm3_L,L,Primary Anchor,optic,Cm3,takemuras,,,Mi22,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm3,left,44790.0
191414,44190,,13703.0,Y12_L,L,Prelim Roughly traced,optic,Y12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y12,left,7431.0
191415,563885,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,48091.0
191422,198605,Dm3,15115.0,Dm3a_L,L,Primary Anchor,optic,Dm3a,takemuras,,,Dm3a-2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm3a,left,35309.0
